genes,reactions,density,cluster,Refseq_ID,Mycobrowser_Version,Feature,Start,Stop,Score,Strand,Frame,Name,Function,Product,Comments,UniProt_AC,Is_Pseudogene,Functional_Category,Protein Data Bank,PFAM,UniProt,Gene Ontology,Enzyme Classification,Drug Resistance Mutations,InterPro,UniProtKB/TrEMBL,SWISS-MODEL,Orthologues M. leprae,Orthologues M. marinum,Orthologues M. smegmatis,Orthologues M. bovis,Orthologues M. lepromatosis,Orthologues M. tuberculosis,Orthologues M. abscessus,Orthologues M. haemophilum,Orthologues M. orygis
Rv2583c,GTPH1,0.0,0,NC_000962.3,Mycobrowser_v4,CDS,2907826.0,2910198.0,.,-,0.0,relA,Involved in the metabolism of PPGPP (at the first step). In eubacteria PPGPP (guanosine 3'-diphosphate 5-'diphosphate) is a mediator of the stringent response that coordinates a variety of cellular activities in response to changes in nutritional abundance. This enzyme catalyzes the formation of PPPGPP which is then hydrolysed to form PPGPP [catalytic activity: ATP + GTP = AMP + guanosine 3'-diphosphate 5-'triphosphate].,Probable GTP pyrophosphokinase RelA (ATP:GTP 3'- pyrophosphotransferase) (PPGPP synthetase I) ((P)PPGPP synthetase) (GTP diphosphokinase),"Rv2583c, (MTCY227.18), len: 790 aa. Probable relA, GTP pyrophosphokinase, equivalent to Q49640|RELA_MYCLE|ML0491|MLCB1259.09|B1177_C1_168 probable GTP pyrophosphokinase from Mycobacterium leprae (787 aa), FASTA scores: opt: 4834, E(): 0, (93.4% identity in 790 aa overlap). Also highly similar to others e.g. O87331|RELA_CORGL|RELA|rel from Corynebacterium glutamicum (Brevibacterium flavum) (760 aa), FASTA scores: opt: 3375, E(): 1.6e-196, (67.0% identity in 758 aa overlap); O85709|RELA_STRAT from Streptomyces antibioticus (841 aa), FASTA scores: opt: 3209, E(): 1.9e-186, (63.85% identity in 786 aa overlap); Q9KDH1|RELA|BH1242 from Bacillus halodurans (728 aa), FASTA scores: opt: 2195,E(): 3.8e-125, (45.65% identity in 714 aa overlap); etc. Belongs to the RELA / spot family.",P9WHG9,No,intermediary metabolism and respiration,,P66014,P9WHG9,"GO:0005525,GO:0008728,GO:0016597,GO:0015969,GO:0016301,GO:0005524",2.7.6.5,,,,P9WHG9,ML0491,MMAR_2124,MSMEG_2965,Mb2614c,,,,,
Rv2435c,GUACYC,0.0,0,NC_000962.3,Mycobrowser_v4,CDS,2730557.0,2732749.0,.,-,0.0,Rv2435c,"Generates 3,'5'-cyclic (a/G)mp and diphosphate (or pyrophosphate) from (a/G)TP.",Probable cyclase (adenylyl- or guanylyl-)(adenylate- or guanylate-),"Rv2435c, (MTCY428.11), len: 730 aa. Probable cyclase (adenylyl- or guanylyl-cyclase; EC 4.6.1.1 or 4.6.1.2 respectively); C-terminal domain (aa 500-730) similar to domain at C-terminus of a series of adenylate/guanylate cyclases e.g. O30820|CYA AAK45931|MT1661 from Mycobacterium tuberculosis (443 aa) FASTA scores: opt: 446, E(): 1.3e-19, (30.55% identity in 301 aa overlap); BAB50179|MLL3242 cyclase (adenylyl or guanylyl) from Rhizobium loti (356 aa), FASTA scores: opt: 372, E(): 3.4e-15, (28.75% identity in 219 aa overlap); etc. Belongs to adenylyl cyclase class-4/guanylyl cyclase family.",P71914,No,intermediary metabolism and respiration,,P71914,P71914,"GO:0016021,GO:0016849,GO:0004871,GO:0007165,GO:0009190",4.6.1.-,,,,P71914,"ML1460,ML1460c",MMAR_3757,MSMEG_3578,Mb2461c,,,,,
Rv3624c,GUAPRT,0.0,0,NC_000962.3,Mycobrowser_v4,CDS,4063254.0,4063904.0,.,-,0.0,hpt,Involved in purine salvage [catalytic activity: imp + pyrophosphate = hypoxanthine + 5-phospho-alpha-D-ribose 1-diphosphate (guanine can replace hypoxanthine to produce GMP)].,Hypoxanthine-guanine phosphoribosyltransferase Hpt (HGPRT) (HGPRTase) (hypoxanthine phosphoribosyltransferase) (imp pyrophosphorylase) (imp diphosphorylase) (transphosphoribosyltransferase) (guanine phosphoribosyltransferase),"Rv3624c, (MTCY15C10.28), len: 216 aa. Hpt (alternate gene name: hprT), hypoxanthine-guanine phosphoribosyltransferase (but seems to have a 35 aa extension at N-terminus), equivalent to other mycobacterial hypoxanthine-guanine phosphoribosyltransferases e.g. P96794 from Mycobacterium avium (203 aa), FASTA scores: opt: 1136, E(): 1.2e-65, (88.5% identity in 200 aa overlap); and O69537|HPT|ML0214 from Mycobacterium leprae (213 aa), FASTA scores: opt: 1115, E(): 2.8e-64, (81.6% identity in 212 aa overlap). Also similar to others e.g. Q9X8I5|SCE9.12c from Streptomyces coelicolor (187 aa), FASTA scores: opt: 724, E(): 2.4e-39, (60.55% identity in 180 aa overlap); P37472|HPRT_BACSU|HPT from Bacillus subtilis (180 aa) FASTA scores: opt: 574, E(): 9.1e-30, (48.6% identity in 181 aa overlap); etc. Equivalent to AAK48087 from Mycobacterium tuberculosis strain CDC1551 (202 aa) but longer 14 aa. Contains PS00103 Purine/pyrimidine phosphoribosyltransferases signature. Belongs to the purine/pyrimidine phosphoribosyltransferase family.",P9WHQ9,No,intermediary metabolism and respiration,,P0A5T0,P9WHQ9,"GO:0004422,GO:0046872,GO:0006166,GO:0005737",2.4.2.8,,,,P9WHQ9,ML0214,MMAR_5124,MSMEG_6110,Mb3648c,,,,,
Rv3588c,H2CO3D,0.0,16,NC_000962.3,Mycobrowser_v4,CDS,4029871.0,4030494.0,.,-,0.0,canB,Catalyzes reversible dehydration of CO2 to form bicarbonate,Beta-carbonic anhydrase CanB,"Rv3588c, (MTV024.06c), len: 207 aa. CanB, Beta-carbonic anhydrase, proven biochemically (See Suarez Covarrubias et al. 2005) similar to others e.g. Q9CBJ1|ML1919 putative carbonic anhydrase from Mycobacterium leprae (213 aa), FASTA scores: opt: 1160, E(): 3.1e-66, (84.55% identity in 207 aa overlap). Also similar to many e.g. Q9X903|SCH35.03 from Streptomyces coelicolor (207 aa), FASTA scores: opt: 689, E(): 1.6e-36, (53.85% identity in 195 aa overlap); Q9RS89|DR2238 from Deinococcus radiodurans (264 aa), FASTA scores: opt: 451, E(): 2e-21, (39.7% identity in 189 aa overlap); Q39589|beta-CA1 from Chlamydomonas reinhardtii (267 aa) FASTA scores: opt: 419, E(): 2.1e-19, (36.55% identity in 197 aa overlap); etc. Contains PS00704 and PS00705 Prokaryotic-type carbonic anhydrases signature 1 and 2. Belongs to the plant and prokaryotic carbonic anhydrase family.",P9WPJ9,No,intermediary metabolism and respiration,"1YM3,2A5V",O53573,P9WPJ9,"GO:0004089,GO:0008270,GO:0015976",4.2.1.1,,,,P9WPJ9,"ML1919,ML1919c",MMAR_5088,MSMEG_6082,Mb3619c,,,,,
Rv1284,H2CO3D,0.0,16,NC_000962.3,Mycobrowser_v4,CDS,1437324.0,1437815.0,.,+,0.0,canA,Catalyzes reversible dehydration of CO2 to form bicarbonate,Beta-carbonic anhydrase,"Rv1284, (MTCY373.03), len: 163 aa. CanA, Beta-carbonic anhydrase, proven biochemically (See Suarez Covarrubias et al. 2005) similar to others e.g. AL109663|SC4A10.26 hypothetical protein from Streptomyces coelicolor (167 aa), FASTA scores: opt: 567, E(): 1.5e-32, (53.4% identity in 163 aa overla); shows some similarity to hypothetical protein from Methanobacterium thermoautotrophicum. Weak similarity to carbonic anhydrases e.g. U51624|MTU516242|P17582 Methanothermobacter thermautotrophicus (171 aa), FASTA score: opt: 305, E(): 1.2e-14, (35.2% identity in 165 aa overlap).",P9WPJ7,No,intermediary metabolism and respiration,1YLK,P64797,P9WPJ7,"GO:0004089,GO:0008270,GO:0015976",,,,,P9WPJ7,ML1125,MMAR_4135,MSMEG_4985,Mb1315,,,,,
Rv3273,H2CO3D,0.0,16,NC_000962.3,Mycobrowser_v4,CDS,3654637.0,3656931.0,.,+,0.0,Rv3273,"Generates CO(2) and H(2)O from H(2)co(3), and possibly involved in transport of sulfate across the membrane.",Probable transmembrane carbonic anhydrase (carbonate dehydratase) (carbonic dehydratase),"Rv3273, (MTCY71.13), len: 764 aa. Probable transmembrane protein (N-terminal part is hydrophobic) with probable carbonic anhydrase activity (in C-terminal part). Possibly involved in transport of sulfate. Equivalent to Q9CBA3|ML2279 putative transmembrane transport protein from Mycobacterium leprae (496 aa), FASTA scores: opt: 1637, E(): 1.8e-89, (59.15% identity in 487 aa overlap). Similar to various proteins (principally sulfate transporters) e.g. Q9X927|SCH5.25 putative integral membrane protein from Streptomyces coelicolor (830 aa), FASTA scores: opt: 1325, E(): 8e-71, (40.85% identity in 788 aa overlap); Q9I729|PA0103 probable sulfate transporter from Pseudomonas aeruginosa (523 aa), FASTA scores: opt: 1015, E(): 1.3e-52, (39.95% identity in 488 aa overlap); Q9KN88|VCA0077 sulfate permease family protein from Vibrio cholerae (553 aa), FASTA scores: opt: 629, E(): 9.6e-30, (30.95% identity in 423 aa overlap); etc. C-terminal part (aa 550-764) shows similarity to carbonic anhydrase e.g. P27134|CYNT_SYNP7 carbonic anhydrase (272 aa), FASTA scores: opt: 350, E(): 8.1e-15, (33.8% identity in 201 aa overlap). Contains PS00704 Prokaryotic-type carbonic anhydrases signature 1. Seems to belong to the SulP family.",P96878,No,intermediary metabolism and respiration,,P96878,P96878,"GO:0004089,GO:0016021,GO:0055085,GO:0005215,GO:0008270,GO:0015976",4.2.1.1,,,,P96878,"ML2279,ML2279c",MMAR_1266,,Mb3301,,,,,
Rv3588c,HCO3E,0.0,0,NC_000962.3,Mycobrowser_v4,CDS,4029871.0,4030494.0,.,-,0.0,canB,Catalyzes reversible dehydration of CO2 to form bicarbonate,Beta-carbonic anhydrase CanB,"Rv3588c, (MTV024.06c), len: 207 aa. CanB, Beta-carbonic anhydrase, proven biochemically (See Suarez Covarrubias et al. 2005) similar to others e.g. Q9CBJ1|ML1919 putative carbonic anhydrase from Mycobacterium leprae (213 aa), FASTA scores: opt: 1160, E(): 3.1e-66, (84.55% identity in 207 aa overlap). Also similar to many e.g. Q9X903|SCH35.03 from Streptomyces coelicolor (207 aa), FASTA scores: opt: 689, E(): 1.6e-36, (53.85% identity in 195 aa overlap); Q9RS89|DR2238 from Deinococcus radiodurans (264 aa), FASTA scores: opt: 451, E(): 2e-21, (39.7% identity in 189 aa overlap); Q39589|beta-CA1 from Chlamydomonas reinhardtii (267 aa) FASTA scores: opt: 419, E(): 2.1e-19, (36.55% identity in 197 aa overlap); etc. Contains PS00704 and PS00705 Prokaryotic-type carbonic anhydrases signature 1 and 2. Belongs to the plant and prokaryotic carbonic anhydrase family.",P9WPJ9,No,intermediary metabolism and respiration,"1YM3,2A5V",O53573,P9WPJ9,"GO:0004089,GO:0008270,GO:0015976",4.2.1.1,,,,P9WPJ9,"ML1919,ML1919c",MMAR_5088,MSMEG_6082,Mb3619c,,,,,
Rv1284,HCO3E,0.0,0,NC_000962.3,Mycobrowser_v4,CDS,1437324.0,1437815.0,.,+,0.0,canA,Catalyzes reversible dehydration of CO2 to form bicarbonate,Beta-carbonic anhydrase,"Rv1284, (MTCY373.03), len: 163 aa. CanA, Beta-carbonic anhydrase, proven biochemically (See Suarez Covarrubias et al. 2005) similar to others e.g. AL109663|SC4A10.26 hypothetical protein from Streptomyces coelicolor (167 aa), FASTA scores: opt: 567, E(): 1.5e-32, (53.4% identity in 163 aa overla); shows some similarity to hypothetical protein from Methanobacterium thermoautotrophicum. Weak similarity to carbonic anhydrases e.g. U51624|MTU516242|P17582 Methanothermobacter thermautotrophicus (171 aa), FASTA score: opt: 305, E(): 1.2e-14, (35.2% identity in 165 aa overlap).",P9WPJ7,No,intermediary metabolism and respiration,1YLK,P64797,P9WPJ7,"GO:0004089,GO:0008270,GO:0015976",,,,,P9WPJ7,ML1125,MMAR_4135,MSMEG_4985,Mb1315,,,,,
Rv3273,HCO3E,0.0,0,NC_000962.3,Mycobrowser_v4,CDS,3654637.0,3656931.0,.,+,0.0,Rv3273,"Generates CO(2) and H(2)O from H(2)co(3), and possibly involved in transport of sulfate across the membrane.",Probable transmembrane carbonic anhydrase (carbonate dehydratase) (carbonic dehydratase),"Rv3273, (MTCY71.13), len: 764 aa. Probable transmembrane protein (N-terminal part is hydrophobic) with probable carbonic anhydrase activity (in C-terminal part). Possibly involved in transport of sulfate. Equivalent to Q9CBA3|ML2279 putative transmembrane transport protein from Mycobacterium leprae (496 aa), FASTA scores: opt: 1637, E(): 1.8e-89, (59.15% identity in 487 aa overlap). Similar to various proteins (principally sulfate transporters) e.g. Q9X927|SCH5.25 putative integral membrane protein from Streptomyces coelicolor (830 aa), FASTA scores: opt: 1325, E(): 8e-71, (40.85% identity in 788 aa overlap); Q9I729|PA0103 probable sulfate transporter from Pseudomonas aeruginosa (523 aa), FASTA scores: opt: 1015, E(): 1.3e-52, (39.95% identity in 488 aa overlap); Q9KN88|VCA0077 sulfate permease family protein from Vibrio cholerae (553 aa), FASTA scores: opt: 629, E(): 9.6e-30, (30.95% identity in 423 aa overlap); etc. C-terminal part (aa 550-764) shows similarity to carbonic anhydrase e.g. P27134|CYNT_SYNP7 carbonic anhydrase (272 aa), FASTA scores: opt: 350, E(): 8.1e-15, (33.8% identity in 201 aa overlap). Contains PS00704 Prokaryotic-type carbonic anhydrases signature 1. Seems to belong to the SulP family.",P96878,No,intermediary metabolism and respiration,,P96878,P96878,"GO:0004089,GO:0016021,GO:0055085,GO:0005215,GO:0008270,GO:0015976",4.2.1.1,,,,P96878,"ML2279,ML2279c",MMAR_1266,,Mb3301,,,,,
Rv2458,HCYSMT,0.0,0,NC_000962.3,Mycobrowser_v4,CDS,2759779.0,2760687.0,.,+,0.0,mmuM,"Catalyzes methyl transfer from S-methylmethionine or S-adenosylmethionine (less efficient) to homocysteine, selenohomocysteine and less efficiently selenocysteine [catalytic activity: S-adenosyl-L-methionine + L-homocysteine = S-adenosyl-L-homocysteine + L-methionine].",Probable homocysteine S-methyltransferase MmuM (S-methylmethionine:homocysteine methyltransferase) (cysteine methyltransferase),"Rv2458, (MTV008.14), len: 302 aa. Probable mmuM, homocysteine S-methyltransferase, equivalent to Q9CBY5|ML1478 possible transferase from Mycobacterium leprae (293 aa), FASTA scores: opt: 1507, E(): 2.7e-86, (78.85% identity in 293 aa overlap). Also similar to others e.g. Q47690|MMUM_ECOLI|B0261 homocysteine S-methyltransferase from Escherichia coli strain K12 (310 aa), FASTA scores: opt: 863, E(): 2.4e-46, (47.65% identity in 298 aa overlap); Q9FUM7 homocysteine S-methyltransferase-4 from Zea mays (Maize) (342 aa), FASTA scores: opt: 324, E(): 6.8e-13, (44.45% identity in 306 aa overlap); Q9LUI7|HMT3 cysteine methyltransferase from Arabidopsis thaliana (Mouse-ear cress) (347 aa), FASTA scores: opt: 312, E(): 3.8e-12, (41.85% identity in 313 aa overlap); etc. Identical to AAK46833|MT2533 homocysteine S-methyltransferase from Mycobacterium tuberculosis strain CDC1551 (302 aa).",O53185,No,intermediary metabolism and respiration,,O53185,O53185,GO:0008898,2.1.1.10,,,,O53185,ML1478,,,Mb2485,,,,,
Rv0650,HEX1,0.0,0,NC_000962.3,Mycobrowser_v4,CDS,747037.0,747945.0,.,+,0.0,Rv0650,Function unknown; probably involved in specific sugar metabolism or regulation.,Possible sugar kinase,"Rv0650, (MTCY20H10.31), len: 302 aa. Possible sugar kinase, highly similar to others e.g. CAB95296.1|AL359779 putative sugar kinase from Streptomyces coelicolor (317 aa); NP_406512.1|NC_003143 putative sugar kinase from Yersinia pestis (290 aa); NP_229269.1|NC_000853 glucokinase from Thermotoga maritima (317 aa); etc.Contains PS01125 ROK family signature. Belongs to the ROK (NAGC/XYLR) family.",I6Y8D3,No,intermediary metabolism and respiration,,P96939,I6Y8D3,GO:0016301,2.7.-.-,,,,I6Y8D3,"ML1897,ML1897c",MMAR_0987,MSMEG_1363,Mb0669,,,,,
Rv2702,HEX1,0.0,0,NC_000962.3,Mycobrowser_v4,CDS,3016858.0,3017655.0,.,+,0.0,ppgK,"Catalyzes the phosphorylation of glucose using polyphosphate or ATP as the phosphoryl donor. GTP, UTP and CTP can replace ATP as phosphoryl donor [catalytic activity: (phosphate)(N) + D-glucose = (phosphate)(N-1) + D-glucose 6-phosphate].",Polyphosphate glucokinase PpgK (polyphosphate-glucose phosphotransferase),"Rv2702, (MTCY05A6.23), len: 265 aa. PpgK, polyphosphate glucokinase (see citations below), equivalent, but shorter 60 aa, to Q49988|PPGK_MYCLE|ML1023|U1764FG polyphosphate glucokinase from Mycobacterium leprae (324 aa), FASTA scores: opt: 1411, E(): 5.6e-80, (82.8% identity in 262 aa overlap). Also highly similar (or just similar) to others e.g. Q9ADE8|PPGK from Streptomyces coelicolor (246 aa), FASTA scores: opt: 912, E(): 3e-49, (57.3% identity in 239 aa overlap); Q9AGV8|PPGK from Corynebacterium ammoniagenes (Brevibacterium ammoniagenes) (277 aa), FASTA scores: opt: 890, E(): 7.5e-48, (57.75% identity in 239 aa overlap); P40184|GLK_STRCO|SC6E10.20c from Streptomyces coelicolor (317 aa), FASTA scores: opt: 233, E(): 3.2e-07, (31.3% identity in 163 aa overlap); etc.",P9WIN1,No,intermediary metabolism and respiration,,Q59568,P9WIN1,"GO:0005737,GO:0047330,GO:0005524",2.7.1.63,,,,P9WIN1,"ML1023,ML1023c",MMAR_2012,MSMEG_2760,Mb2721,,,,,
Rv1599,HISTD,0.0,0,NC_000962.3,Mycobrowser_v4,CDS,1799583.0,1800899.0,.,+,0.0,hisD,"Involved in histidine biosynthesis pathway (tenth step). This protein is considered as a bifunctional enzyme, possessing two active sites, one an alcohol dehydrogenase and the other an aldehyde dehydrogenase [catalytic activity: L-histidinol + 2 NAD(+) + H(2)O = L-histidine + 2 NADH].",Probable histidinol dehydrogenase HisD (HDH),"Rv1599, (MTCY336.05c), len: 438 aa. Probable hisD, histidinol dehydrogenase (see citation below) O08396. Similar to many e.g. HISX_MYCSM|P28736 from Mycobacterium smegmatis (445 aa), FASTA results: opt: 2356, E(): 0, (83.1% identity in 437 aa overlap). Contains histidinol dehydrogenase signature (PS00611).",P9WNW9,No,intermediary metabolism and respiration,,P63950,P9WNW9,"GO:0008270,GO:0000105,GO:0004399,GO:0055114,GO:0051287",1.1.1.23,,,,P9WNW9,ML1257,MMAR_2395,MSMEG_3205,Mb1625,,,,,
Rv1601,HISTP,0.0,0,NC_000962.3,Mycobrowser_v4,CDS,1802035.0,1802667.0,.,+,0.0,hisB,Histidine biosynthesis (seventh step) [catalytic activity: D-erythro-1-(imidazol-4-YL)glycerol 3- phosphate = 3-(imidazol-4-YL)-2-oxopropyl phosphate + H(2)O],Probable imidazole glycerol-phosphate dehydratase HisB,"Rv1601, (MTCY336.03c), len: 210 aa. Probable hisB, imidazole glycerol-phosphate dehydratase. Similar to many e.g. HIS7_STRCO|P16247 from Streptomyces coelicolor (197 aa),FASTA results: opt: 763, E(): 0, (57.4% identity in 202 aa overlap). Belongs to the imidazoleglycerol-phosphate dehydratase family.",P9WML9,No,intermediary metabolism and respiration,,P64368,P9WML9,"GO:0000105,GO:0004424,GO:0005737",4.2.1.19,,,,P9WML9,ML1259,MMAR_2397,MSMEG_3207,Mb1627,,,,,
Rv0510,HMBS,0.0,0,NC_000962.3,Mycobrowser_v4,CDS,601857.0,602786.0,.,+,0.0,hemC,Involved in porphyrin biosynthesis by the C5 pathway (at the fourth step). Tetrapolymerization of the monopyrrole PBG into the hydroxymethylbilane preuroporphyrinogen in several discrete steps [catalytic activity: 4 porphobilinogen + H2O = hydroxymethylbilane + 4 NH3].,Probable porphobilinogen deaminase HemC (PBG) (hydroxymethylbilane synthase) (HMBS) (pre-uroporphyrinogen synthase),"Rv0510, (MTCY21C8.01-MTCY20G9.37), len: 309 aa. Probable hemC, hydroxymethylbilane synthase (porphobilinogen deaminase), equivalent to HEM3B|Q49808|HEM3_MYCLE porphobilinogen deaminase from Mycobacterium leprae (315 aa), FASTA scores: opt: 889, E(): 0, (88.1% identity in 159 aa overlap). Also highly similar to others e.g. Q9WX16|HE31_STRCO probable porphobilinogen deaminase from Streptomyces coelicolor (319 aa); Q9L6Q2|HEM3_SALTY porphobilinogen deaminase from Salmonella typhimurium (313 aa); etc. Belongs to the HMBS family. Cofactor: covalently binds a dipyrromethane cofactor to which the porphobilinogen subunits are ADDED.",P9WMP3,No,intermediary metabolism and respiration,,P64336,P9WMP3,"GO:0018160,GO:0006779,GO:0004418",2.5.1.61,,,,P9WMP3,"ML2421,ML2421c",MMAR_0843,MSMEG_0953,Mb0523,,,,,
Rv0422c,HMPK1,0.0,0,NC_000962.3,Mycobrowser_v4,CDS,507758.0,508555.0,.,-,0.0,thiD,Involved in thiamine biosynthesis. Catalyzes the phosphorylation of HMP-P to HMP-pp [catalytic activity: ATP + 4-amino-2-methyl-5-phosphomethylpyrimidine = ADP + 4-amino-2-methyl-5-diphosphomethylpyrimidine].,Probable phosphomethylpyrimidine kinase ThiD (HMP-phosphate kinase) (HMP-P kinase),"Rv0422c, (MTCY22G10.19c), len: 265 aa. Probable thiD, phosphomethylpyrimidine kinase, equivalent to AL035159|MLCB1450_21 phosphomethylpyrimidine kinase from Mycobacterium leprae (279 aa), FASTA scores: opt: 1386, E(): 0, (77.8% identity in 266 aa overlap). Also highly similar to others e.g. HIU32725_3|P44697|THID_HAEIN phosphomethylpyrimidine kinase from Haemophilus influenzae (269 aa), FASTA scores: opt: 605, E(): 0, (42.1% identity in 259 aa overlap). Belongs to the ThiD family.",P9WG77,No,intermediary metabolism and respiration,,P66913,P9WG77,"GO:0008902,GO:0008972,GO:0009228,GO:0005524","2.7.4.7,2.7.1.49",,,,P9WG77,ML0295,MMAR_0734,MSMEG_0825,Mb0430c,,,,,
Rv0422c,HMPK2,0.0,0,NC_000962.3,Mycobrowser_v4,CDS,507758.0,508555.0,.,-,0.0,thiD,Involved in thiamine biosynthesis. Catalyzes the phosphorylation of HMP-P to HMP-pp [catalytic activity: ATP + 4-amino-2-methyl-5-phosphomethylpyrimidine = ADP + 4-amino-2-methyl-5-diphosphomethylpyrimidine].,Probable phosphomethylpyrimidine kinase ThiD (HMP-phosphate kinase) (HMP-P kinase),"Rv0422c, (MTCY22G10.19c), len: 265 aa. Probable thiD, phosphomethylpyrimidine kinase, equivalent to AL035159|MLCB1450_21 phosphomethylpyrimidine kinase from Mycobacterium leprae (279 aa), FASTA scores: opt: 1386, E(): 0, (77.8% identity in 266 aa overlap). Also highly similar to others e.g. HIU32725_3|P44697|THID_HAEIN phosphomethylpyrimidine kinase from Haemophilus influenzae (269 aa), FASTA scores: opt: 605, E(): 0, (42.1% identity in 259 aa overlap). Belongs to the ThiD family.",P9WG77,No,intermediary metabolism and respiration,,P66913,P9WG77,"GO:0008902,GO:0008972,GO:0009228,GO:0005524","2.7.4.7,2.7.1.49",,,,P9WG77,ML0295,MMAR_0734,MSMEG_0825,Mb0430c,,,,,
