,reactions,density,cluster,Refseq_ID,Mycobrowser_Version,Feature,Start,Stop,Score,Strand,Frame,Locus,Name,Function,Product,Comments,UniProt_AC,Is_Pseudogene,Functional_Category,Protein Data Bank,PFAM,UniProt,Gene Ontology,Enzyme Classification,Drug Resistance Mutations,InterPro,UniProtKB/TrEMBL,SWISS-MODEL,Orthologues M. leprae,Orthologues M. marinum,Orthologues M. smegmatis,Orthologues M. bovis,Orthologues M. lepromatosis,Orthologues M. tuberculosis,Orthologues M. abscessus,Orthologues M. haemophilum,Orthologues M. orygis
1050.0,ADNCYC,0.08481262327416174,0,NC_000962.3,Mycobrowser_v4,CDS,1482514.0,1484217.0,.,-,0.0,Rv1320c,Rv1320c,"Thought to play an essential role in regulation of cellular metabolism by catalysing the synthesis of a second messenger, cAMP. May be involved in virulence [catalytic activity: ATP = 3',5'-cyclic AMP + pyrophosphate].",Possible adenylate cyclase (ATP pyrophosphate-lyase) (adenylyl cyclase),"Rv1320c, (MTCY130.05c), len: 567 aa. Possible adenylate cyclase (see Rindi et al., 1999). Some similarity at the C-terminus to CYAA_RHIME|P19485 adenylate cyclase from Rhizobium meliloti (193 aa), FASTA scores: opt: 277, E(): 2e-12, (34.0% identity in 156 aa overlap); similar to other mycbacterium tuberculosis putative adenylate cyclases e.g. Rv1318c|MTCY130.03c (541 aa), FASTA scores: opt: 2423, E(): 0, (68.7% identity in 534 aa overlap); Rv1319c|MTCY130.04c (535 aa), FASTA scores: opt: 2354, E(): 0, (66.3% identity in 534 aa overlap). N-terminus is hydrophobic. Belongs to adenylyl cyclase class-3 family.",P9WQ29,No,intermediary metabolism and respiration,,Q10633,P9WQ29,"GO:0016021,GO:0016849,GO:0005886,GO:0004871,GO:0007165,GO:0009190",,,,,P9WQ29,,MMAR_4079,,Mb1354c,,,,,
3449.0,ADNCYC,0.08481262327416174,0,NC_000962.3,Mycobrowser_v4,CDS,1480894.0,1482501.0,.,-,0.0,Rv1319c,Rv1319c,"Thought to play an essential role in regulation of cellular metabolism by catalysing the synthesis of a second messenger, camp [catalytic activity: ATP = 3',5'-cyclic AMP + pyrophosphate].",Possible adenylate cyclase (ATP pyrophosphate-lyase) (adenylyl cyclase),"Rv1319c, (MTCY130.04c), len: 535 aa. Possible adenylate cyclase. Some similarity at the C-terminus to CYAA_RHIME|P19485 adenylate cyclase from Rhizobium meliloti (193 aa), FASTA scores: opt: 254, E(): 2.4e-10, (33.3% identity in 144 aa overlap); similar to other mycbacterium tuberculosis putative adenylate cyclases e.g. Rv1318c|MTCY130.03c (541 aa), FASTA scores: opt: 2505, E(): 0, (71.0% identity in 534 aa overlap); Rv1320c|MTCY130.05c (567 aa), FASTA scores: opt: 2354, E(): 0, (66.3% identity in 534 aa overlap). N-terminus is hydrophobic. Belongs to adenylyl cyclase class-3 family.",P9WQ31,No,intermediary metabolism and respiration,,P0A4Y2,P9WQ31,"GO:0016021,GO:0016849,GO:0005886,GO:0004871,GO:0007165,GO:0009190",,,,,P9WQ31,,,MSMEG_4924,Mb1353c,,,,,
3775.0,ADPT,0.08414872798434442,0,NC_000962.3,Mycobrowser_v4,CDS,2910229.0,2910900.0,.,-,0.0,Rv2584c,apt,"Involved in purine salvage. Catalyses a salvage reaction resulting in the formation of AMP, that is energically less costly than de novo synthesis [catalytic activity: AMP + pyrophosphate = adenine + 5-phospho-alpha-D-ribose 1-diphosphate].",Adenine phosphoribosyltransferase Apt (APRT) (AMP diphosphorylase) (AMP pyrophosphorylase) (transphosphoribosidase),"Rv2584c, (MTCY227.17), len: 223 aa. Probable apt, adenine phosphoribosyltransferase, similar, but longer in N-terminus, to others e.g. O87330|APT_CORGL from Corynebacterium glutamicum (Brevibacterium flavum) (185 aa), FASTA scores: opt: 524, E(): 1.3e-24, (50.95% identity in 159 aa overlap); P52561|APT_STRCO from Streptomyces coelicolor (182 aa), FASTA scores: opt: 503, E(): 2.3e-23, (51.85% identity in 164 aa overlap); P47956|APT_MUSPA|APRT from Mus pahari (Shrew mouse) (180 aa), FASTA scores: opt: 419, E(): 2.5e-18, (44.7% identity in 170 aa overlap); P07672|P09993|P77121|APT_ECOLI|B0469 from Escherichia coli strain K12 (183 aa), FASTA scores: opt: 393, E(): 1.9e-18, (42.6% identity in 162 aa overlap); etc. Contains PS00103 Purine/ pyrimidine phosphoribosyl transferases signature, and PS00144 Asparaginase / glutaminase active site signature 1. Belongs to the purine/pyrimidine phosphoribosyltransferase family. Nearest initiation codon indicated by homology is TTG at 17426 or GTG at 17465.",P9WQ07,No,intermediary metabolism and respiration,,Q50637,P9WQ07,"GO:0006168,GO:0005737,GO:0006166,GO:0003999",2.4.2.7,,,,P9WQ07,ML0490,MMAR_2123,MSMEG_2964,Mb2615c,,,,,
3308.0,ADSL1r,0.08766564729867482,0,NC_000962.3,Mycobrowser_v4,CDS,870008.0,871426.0,.,+,0.0,Rv0777,purB,"Involved in de novo purine biosynthesis (at the eight step) [catalytic activity: 1-(5-phosphoribosyl)-4-(N-succino-carboxamide) -5-aminoimidazole = fumarate + 5'-phosphoribosyl-5-amino-4-imidazolecarboxamide (also catalyzes: N6-(1,2-dicarboxyethyl)AMP = fumarate + AMP)].",Probable adenylosuccinate lyase PurB (adenylosuccinase) (ASL) (ASASE),"Rv0777, (MTCY369.21b), len: 472 aa. Probable purB, adenylosuccinate lyase, equivalent (but shorter 15 aa) to MLCB5.13|Z95151|g2076607|PURB adenylosuccinate lyase from Mycobacterium leprae (487 aa), FASTA scores: opt: 2640, E(): 0, (86.7% identity in 472 aa overlap). More similar to eukaryotic adenylosuccinate lyases than to prokaryotic adenylosuccinate lyases e.g. P54822|PUR8_MOUSE adenylosuccinate lyase from Mus musculus (484 aa), FASTA scores: opt: 762, E(): 0, (32.4% identity in 445 aa overlap); CAB99134.1|AL390188 putative adenylosuccino lyase (fragment) from Streptomyces coelicolor (362 aa); etc. Contains PS00163 Fumarate lyases signature. Belongs to the lyase 1 family, adenylossucinate lyase subfamily.",I6XWA1,No,intermediary metabolism and respiration,,P71832,I6XWA1,"GO:0004018,GO:0009152,GO:0070626",4.3.2.2,,,,I6XWA1,"ML2230,ML2230c",MMAR_4916,MSMEG_5847,Mb0800,,,,,
3308.0,ADSL2r,0.09267734553775744,0,NC_000962.3,Mycobrowser_v4,CDS,870008.0,871426.0,.,+,0.0,Rv0777,purB,"Involved in de novo purine biosynthesis (at the eight step) [catalytic activity: 1-(5-phosphoribosyl)-4-(N-succino-carboxamide) -5-aminoimidazole = fumarate + 5'-phosphoribosyl-5-amino-4-imidazolecarboxamide (also catalyzes: N6-(1,2-dicarboxyethyl)AMP = fumarate + AMP)].",Probable adenylosuccinate lyase PurB (adenylosuccinase) (ASL) (ASASE),"Rv0777, (MTCY369.21b), len: 472 aa. Probable purB, adenylosuccinate lyase, equivalent (but shorter 15 aa) to MLCB5.13|Z95151|g2076607|PURB adenylosuccinate lyase from Mycobacterium leprae (487 aa), FASTA scores: opt: 2640, E(): 0, (86.7% identity in 472 aa overlap). More similar to eukaryotic adenylosuccinate lyases than to prokaryotic adenylosuccinate lyases e.g. P54822|PUR8_MOUSE adenylosuccinate lyase from Mus musculus (484 aa), FASTA scores: opt: 762, E(): 0, (32.4% identity in 445 aa overlap); CAB99134.1|AL390188 putative adenylosuccino lyase (fragment) from Streptomyces coelicolor (362 aa); etc. Contains PS00163 Fumarate lyases signature. Belongs to the lyase 1 family, adenylossucinate lyase subfamily.",I6XWA1,No,intermediary metabolism and respiration,,P71832,I6XWA1,"GO:0004018,GO:0009152,GO:0070626",4.3.2.2,,,,I6XWA1,"ML2230,ML2230c",MMAR_4916,MSMEG_5847,Mb0800,,,,,
3652.0,AGPAT160,0.08730964467005076,0,NC_000962.3,Mycobrowser_v4,CDS,2444586.0,2445329.0,.,-,0.0,Rv2182c,Rv2182c,Transfer of fatty acyl groups,1-acylglycerol-3-phosphate O-acyltransferase,"Rv2182c, (MTV021.15c), len: 247 aa. Probable 1-acylglycerol-3-phosphate O-acyltransferase, similar to many e.g. in Streptomyces. Contains PS00017 ATP/GTP-binding site motif A (P-loop). FASTA scores: pir||T35503 1-acylglycerol-3-phosphate O-acyltransferase homolog SC6E10.16c - Streptomyces coelicolor >gi|5689932|emb|CAB51970.1| (AL109661) hypothetical protein [Streptomyces coelicolor A3(2)] Length = 262, Expect = 6e-61 (54% identity in 215 aa overlap).",O53516,No,conserved hypotheticals,,O53516,O53516,"GO:0008152,GO:0003841",2.3.1.51,,,,O53516,ML0892,MMAR_3226,MSMEG_4248,Mb2204c,,,,,
1895.0,AGPAT160,0.08730964467005076,0,NC_000962.3,Mycobrowser_v4,CDS,2789280.0,2791022.0,.,-,0.0,Rv2483c,plsC,"C-terminus: involved in phospholipid biosynthesis (at the second step); converts lysophosphatidic acid (LPA) into phosphatidic acid by incorporating acyl moiety at the 2 position [catalytic activity 2: acyl-CoA + 1-acyl-SN-glycerol 3-phosphate = CoA + 1,2-diacyl-SN-glycerol 3-phosphate]. N-terminus: could be generate serine and phosphate from phosphoserine; may catalyze the last step in the biosynthesis of serine from carbohydrates (the reaction mechanism could be proceed via the formation of a phosphoryl-enzyme intermediates) [catalytic activity 1: phosphoserine + H(2)O = serine + phosphate].",Possible transmembrane phospholipid biosynthesis bifunctional enzyme PlsC: putative L-3-phosphoserine phosphatase (O-phosphoserine phosphohydrolase) (PSP) (pspase) + 1-acyl-SN-glycerol-3-phosphate acyltransferase (1-AGP acyltransferase) (1-AGPAT) (lysophosphatidic acid acyltransferase) (LPAAT),"Rv2483c, (MTV008.39c), len: 580 aa. Possible plsC, a transmembrane phospholipid biosynthesis bifunctional enzyme, including L-3-phosphoserine phosphatase and 1-acyl-Sn-glycerol-3-phosphate acyltransferase , equivalent to Q9X7A9|PLSC|ML1245 putative acyltransferase from Mycobacterium leprae (579 aa), FASTA scores: opt: 2835, E(): 9.2e-153, (77.15% identity in 573 aa overlap). C-terminal end is similar to many 1-acyl-SN-glycerol-3-phosphate acyltransferases (lysophosphatidic acidacyltransferases) e.g. Q9SDQ2 from Limnanthes floccosa (281 aa), FASTA scores: opt: 378, E(): 3.1e-14, (30.0% identity in 230 aa overlap) and Q42868|PLSC_LIMAL from Limnanthes alba (White meadowfoam) (281 aa), FASTA scores: opt: 374, E(): 5.2e-14, (30.55% identity in 221 aa overlap); and the N-terminal end is similar to many SerB family proteins e.g. AAK44749|MT0526 from Mycobacterium tuberculosis strain CDC1551 (308 aa), FASTA scores: opt: 356, E(): 5.8e-13, (32.5% identity in 298 aa overlap) and Q49823|ML2424 from Mycobacterium leprae (300 aa), FASTA scores: opt: 346, E(): 2.1e-12, (32.0% identity in 278 aa overlap). So belongs to the 1-acyl-SN-glycerol-3-phosphate acyltransferase family and may belong to the SerB family.",I6YDI9,No,lipid metabolism,,O53208,I6YDI9,"GO:0008152,GO:0016791,GO:0008415",,,,,I6YDI9,ML1245,MMAR_3834,MSMEG_4704,Mb2508c,,,,,
3652.0,AGPAT160190,0.08730964467005076,0,NC_000962.3,Mycobrowser_v4,CDS,2444586.0,2445329.0,.,-,0.0,Rv2182c,Rv2182c,Transfer of fatty acyl groups,1-acylglycerol-3-phosphate O-acyltransferase,"Rv2182c, (MTV021.15c), len: 247 aa. Probable 1-acylglycerol-3-phosphate O-acyltransferase, similar to many e.g. in Streptomyces. Contains PS00017 ATP/GTP-binding site motif A (P-loop). FASTA scores: pir||T35503 1-acylglycerol-3-phosphate O-acyltransferase homolog SC6E10.16c - Streptomyces coelicolor >gi|5689932|emb|CAB51970.1| (AL109661) hypothetical protein [Streptomyces coelicolor A3(2)] Length = 262, Expect = 6e-61 (54% identity in 215 aa overlap).",O53516,No,conserved hypotheticals,,O53516,O53516,"GO:0008152,GO:0003841",2.3.1.51,,,,O53516,ML0892,MMAR_3226,MSMEG_4248,Mb2204c,,,,,
1895.0,AGPAT160190,0.08730964467005076,0,NC_000962.3,Mycobrowser_v4,CDS,2789280.0,2791022.0,.,-,0.0,Rv2483c,plsC,"C-terminus: involved in phospholipid biosynthesis (at the second step); converts lysophosphatidic acid (LPA) into phosphatidic acid by incorporating acyl moiety at the 2 position [catalytic activity 2: acyl-CoA + 1-acyl-SN-glycerol 3-phosphate = CoA + 1,2-diacyl-SN-glycerol 3-phosphate]. N-terminus: could be generate serine and phosphate from phosphoserine; may catalyze the last step in the biosynthesis of serine from carbohydrates (the reaction mechanism could be proceed via the formation of a phosphoryl-enzyme intermediates) [catalytic activity 1: phosphoserine + H(2)O = serine + phosphate].",Possible transmembrane phospholipid biosynthesis bifunctional enzyme PlsC: putative L-3-phosphoserine phosphatase (O-phosphoserine phosphohydrolase) (PSP) (pspase) + 1-acyl-SN-glycerol-3-phosphate acyltransferase (1-AGP acyltransferase) (1-AGPAT) (lysophosphatidic acid acyltransferase) (LPAAT),"Rv2483c, (MTV008.39c), len: 580 aa. Possible plsC, a transmembrane phospholipid biosynthesis bifunctional enzyme, including L-3-phosphoserine phosphatase and 1-acyl-Sn-glycerol-3-phosphate acyltransferase , equivalent to Q9X7A9|PLSC|ML1245 putative acyltransferase from Mycobacterium leprae (579 aa), FASTA scores: opt: 2835, E(): 9.2e-153, (77.15% identity in 573 aa overlap). C-terminal end is similar to many 1-acyl-SN-glycerol-3-phosphate acyltransferases (lysophosphatidic acidacyltransferases) e.g. Q9SDQ2 from Limnanthes floccosa (281 aa), FASTA scores: opt: 378, E(): 3.1e-14, (30.0% identity in 230 aa overlap) and Q42868|PLSC_LIMAL from Limnanthes alba (White meadowfoam) (281 aa), FASTA scores: opt: 374, E(): 5.2e-14, (30.55% identity in 221 aa overlap); and the N-terminal end is similar to many SerB family proteins e.g. AAK44749|MT0526 from Mycobacterium tuberculosis strain CDC1551 (308 aa), FASTA scores: opt: 356, E(): 5.8e-13, (32.5% identity in 298 aa overlap) and Q49823|ML2424 from Mycobacterium leprae (300 aa), FASTA scores: opt: 346, E(): 2.1e-12, (32.0% identity in 278 aa overlap). So belongs to the 1-acyl-SN-glycerol-3-phosphate acyltransferase family and may belong to the SerB family.",I6YDI9,No,lipid metabolism,,O53208,I6YDI9,"GO:0008152,GO:0016791,GO:0008415",,,,,I6YDI9,ML1245,MMAR_3834,MSMEG_4704,Mb2508c,,,,,
3652.0,AGPAT190,0.08730964467005076,0,NC_000962.3,Mycobrowser_v4,CDS,2444586.0,2445329.0,.,-,0.0,Rv2182c,Rv2182c,Transfer of fatty acyl groups,1-acylglycerol-3-phosphate O-acyltransferase,"Rv2182c, (MTV021.15c), len: 247 aa. Probable 1-acylglycerol-3-phosphate O-acyltransferase, similar to many e.g. in Streptomyces. Contains PS00017 ATP/GTP-binding site motif A (P-loop). FASTA scores: pir||T35503 1-acylglycerol-3-phosphate O-acyltransferase homolog SC6E10.16c - Streptomyces coelicolor >gi|5689932|emb|CAB51970.1| (AL109661) hypothetical protein [Streptomyces coelicolor A3(2)] Length = 262, Expect = 6e-61 (54% identity in 215 aa overlap).",O53516,No,conserved hypotheticals,,O53516,O53516,"GO:0008152,GO:0003841",2.3.1.51,,,,O53516,ML0892,MMAR_3226,MSMEG_4248,Mb2204c,,,,,
1895.0,AGPAT190,0.08730964467005076,0,NC_000962.3,Mycobrowser_v4,CDS,2789280.0,2791022.0,.,-,0.0,Rv2483c,plsC,"C-terminus: involved in phospholipid biosynthesis (at the second step); converts lysophosphatidic acid (LPA) into phosphatidic acid by incorporating acyl moiety at the 2 position [catalytic activity 2: acyl-CoA + 1-acyl-SN-glycerol 3-phosphate = CoA + 1,2-diacyl-SN-glycerol 3-phosphate]. N-terminus: could be generate serine and phosphate from phosphoserine; may catalyze the last step in the biosynthesis of serine from carbohydrates (the reaction mechanism could be proceed via the formation of a phosphoryl-enzyme intermediates) [catalytic activity 1: phosphoserine + H(2)O = serine + phosphate].",Possible transmembrane phospholipid biosynthesis bifunctional enzyme PlsC: putative L-3-phosphoserine phosphatase (O-phosphoserine phosphohydrolase) (PSP) (pspase) + 1-acyl-SN-glycerol-3-phosphate acyltransferase (1-AGP acyltransferase) (1-AGPAT) (lysophosphatidic acid acyltransferase) (LPAAT),"Rv2483c, (MTV008.39c), len: 580 aa. Possible plsC, a transmembrane phospholipid biosynthesis bifunctional enzyme, including L-3-phosphoserine phosphatase and 1-acyl-Sn-glycerol-3-phosphate acyltransferase , equivalent to Q9X7A9|PLSC|ML1245 putative acyltransferase from Mycobacterium leprae (579 aa), FASTA scores: opt: 2835, E(): 9.2e-153, (77.15% identity in 573 aa overlap). C-terminal end is similar to many 1-acyl-SN-glycerol-3-phosphate acyltransferases (lysophosphatidic acidacyltransferases) e.g. Q9SDQ2 from Limnanthes floccosa (281 aa), FASTA scores: opt: 378, E(): 3.1e-14, (30.0% identity in 230 aa overlap) and Q42868|PLSC_LIMAL from Limnanthes alba (White meadowfoam) (281 aa), FASTA scores: opt: 374, E(): 5.2e-14, (30.55% identity in 221 aa overlap); and the N-terminal end is similar to many SerB family proteins e.g. AAK44749|MT0526 from Mycobacterium tuberculosis strain CDC1551 (308 aa), FASTA scores: opt: 356, E(): 5.8e-13, (32.5% identity in 298 aa overlap) and Q49823|ML2424 from Mycobacterium leprae (300 aa), FASTA scores: opt: 346, E(): 2.1e-12, (32.0% identity in 278 aa overlap). So belongs to the 1-acyl-SN-glycerol-3-phosphate acyltransferase family and may belong to the SerB family.",I6YDI9,No,lipid metabolism,,O53208,I6YDI9,"GO:0008152,GO:0016791,GO:0008415",,,,,I6YDI9,ML1245,MMAR_3834,MSMEG_4704,Mb2508c,,,,,
3360.0,AICART,0.0893970893970894,0,NC_000962.3,Mycobrowser_v4,CDS,1068205.0,1069776.0,.,+,0.0,Rv0957,purH,Involved in de novo purine biosynthesis (at the ninth and tenth steps) [catalytic activity 1: 10-formyltetrahydrofolate + 5'-phosphoribosyl-5-amino-4-imidazolecarboxamide = tetrahydrofolate + 5'-phosphoribosyl-5-formamido-4-imidazolecarboxamide] [catalytic activity 2: imp + H2O = 5-formamido-1-(5-phosphoribosyl)imidazole-4-carboxamide].,Probable bifunctional purine biosynthesis protein PurH: phosphoribosylaminoimidazolecarboxamide formyltransferase (AICAR transformylase) (5'-phosphoribosyl-5-aminoimidazole-4-carboxamide formyltransferase) + inosinemonophosphate cyclohydrolase (imp cyclohydrolase) (inosinicase) (imp synthetase) (ATIC),"Rv0957, (MTCY10D7.17c), len: 523 aa. Probable purH, bifunctional purine biosynthesis protein including 5'-phosphoribosyl-5-aminoimidazole-4-carboxamide formyltransferase and inosine-monophosphate (imp) cyclohydrolase, equivalent to AL035500|MLCL373_8 putative phosphoribosylaminoimidazolecarboxamide formyltransferase from Mycobacterium leprae (527 aa), FASTA score: (88.1% identity in 520 aa overlap); and AF05727.1|AF191543_2|AF191543|PurH from Mycobacterium avium subsp. paratuberculosis (527 aa). Also highly similar to others e.g. CAB92677.1|AL356832 bifunctional purine biosynthesis protein from Streptomyces coelicolor (523 aa); NP_388534.1|NC_000964 phosphoribosylaminoimidazole carboxy formyl formyltransferase + inosine-monophosphate cyclohydrolase from Bacillus subtilis (512 aa); P15639|PUR9_ECOLI phosphoribosylaminoimidazolecarboxamide formyltransferase from Escherichia coli (529 aa), FASTA scores: opt: 1147, E(): 0, (44.8% identity in 533 aa overlap); etc. Belongs to the PurH family.",P9WHM7,No,intermediary metabolism and respiration,"3ZZM,4A1O",P67541,P9WHM7,"GO:0003937,GO:0004643,GO:0006188","3.5.4.10,2.1.2.3",,,,P9WHM7,ML0161,MMAR_4542,MSMEG_5515,Mb0982,,,,,
3662.0,AKGDb,0.0842311459353575,0,NC_000962.3,Mycobrowser_v4,CDS,2481965.0,2483626.0,.,+,0.0,Rv2215,dlaT,"Involved in tricarboxylic acid cycle; converts pyruvate to acetyl-CoA and CO2. Also involved in antioxidant defense; LPDC|Rv0462, DLAT|Rv2215, AHPD|Rv2429, and AHPC|Rv2428 constitute an NADH-dependent peroxidase and peroxynitrite reductase that provides protection against oxidative stress.","DlaT, dihydrolipoamide acyltransferase, E2 component of pyruvate dehydrogenase","Rv2215, (MTCY190.26), len: 553 aa. DlaT, dihydrolipoamide acyltransferase, E2 component of pyruvate dehydrogenase, proven biochemically (see Tian et al. 2005), similar to e.g. SW:O PD2_ACHLA P35489 dihydrolipoamide acetyltransferase component (E2) of pyruvate dehydrogenase complex (35.3% identity in 552 aa overlap); contains PS00189 2-oxo acid dehydrogenases acyltransferase component lipoyl binding site. Rhodanine compounds inhibit DlaT|Rv2215 and can kill non-replicating mycobacteria in mouse bone marrow-derived macrophages (See Bryk et al., 2008). LpdC|Rv0462 co-immunoprecipitates with DlaT|Rv2215 (in lpdC|Rv0462 mutant) and with BkdC|Rv2495c (in dlaT|Rv2215 mutant) (See Venugopal et al., 2011).",P9WIS7,No,intermediary metabolism and respiration,,P65633,P9WIS7,"GO:0004149,GO:0031405,GO:0005515,GO:0006099,GO:0016209",2.3.1.61,,,,P9WIS7,"ML0861,ML0861c",MMAR_3260,MSMEG_4283,Mb2238,,,,,
2544.0,ALAR,0.08557213930348259,0,NC_000962.3,Mycobrowser_v4,CDS,3840194.0,3841420.0,.,-,0.0,Rv3423c,alr,Provides the D-alanine required for cell wall biosynthesis. Transforms L-alanine to D-alanine [catalytic activity: L-alanine = D-alanine],Alanine racemase Alr,"Rv3423c, (MTCY78.06), len: 408 aa. Alr, alanine racemase, equivalent to P38056|ALR_MYCLE|ML0375|B229_C3_243 alanine racemase from Mycobacterium leprae (388 aa), FASTA scores: opt: 2160, E(): 2.3e-124, (84.35% identity in 384 aa overlap). Also highly similar to other alanine racemases e.g. Q9L888|ALR_MYCAV from Mycobacterium avium (391 aa), FASTA scores: opt: 2103, E(): 6.8e-121, (83.6% identity in 384 aa overlap); P94967|ALR_MYCSM from Mycobacterium smegmatis (389 aa), FASTA scores: opt: 1721, E(): 1.3e-97, (67.25% identity in 385 aa overlap); O86786|ALR_STRCO|SC6G4.23 from Streptomyces coelicolor (391 aa), FASTA scores: opt: 1041, E(): 3.7e-56, (47.65% identity in 380 aa overlap); etc. Contains Pfam entry PF00842 Alanine racemase. Belongs to the alanine racemase family.",P9WQA9,No,intermediary metabolism and respiration,1XFC,P0A4X2,P9WQA9,"GO:0008784,GO:0007047,GO:0009252,GO:0030170,GO:0008360,GO:0006522",5.1.1.1,,,,P9WQA9,ML0375,MMAR_1119,MSMEG_1575,Mb3457c,,,,,
3512.0,AMAOTr,0.08695652173913043,0,NC_000962.3,Mycobrowser_v4,CDS,1775392.0,1776705.0,.,+,0.0,Rv1568,bioA,"Involved in bioconversion of pimelate into dethiobiotin [catalytic activity: S-adenosyl-L-methionine + 8-amino-7- oxononanoate = S-adenosyl-4-methylthio-2-oxobutanoate + 7,8- diaminononanoate]. Supposedly involved in stationary-phase survival.",Adenosylmethionine-8-amino-7-oxononanoate aminotransferase BioA,"Rv1568, (MTCY336.35c), len: 437 aa. bioA, adenosylmethionine-8-amino-7-oxononanoate aminotransferase , equivalent to a predicted homologous protein from Mycobacterium smegmatis (see citation below). Highly similar to BIOA_MYCLE|P4548 from Mycobacterium leprae (436 aa), FASTA results: opt: 2534, E(): 0, (85.1% identity in 436 aa overlap). Also similar to other Mycobacterium tuberculosis proteins e.g. MTCY227.12c (449 aa), FASTA score: E(): 3.5e-16, (29.5% identity in 421 aa overlap). Contains aminotransferases class-III pyridoxal-phosphate attachment site (PS00600). Belongs to class-III of pyridoxal-phosphate-dependent aminotransferases.",P9WQ81,No,intermediary metabolism and respiration,"3BV0,3LV2,3TFT,3TFU",P0A4X6,P9WQ81,"GO:0009102,GO:0005737,GO:0030170,GO:0004015",2.6.1.62,,,,P9WQ81,ML1216,MMAR_2383,MSMEG_3188,Mb1595,,,,,
